_id,title,addr1,areacode,sigungucode,eventstartdate,eventenddate,contentid,mapx,mapy,firstimage,__v
67618715bf45e03b3f49448a,구로G페스티벌,서울특별시 구로구 구로동,1,244,20240927,20240929,2039869,126.8705493966,37.5001766935,http://tong.visitkorea.or.kr/cms/resource/63/3354963_image2_1.JPG,0
67618715bf45e03b3f49448d,2024 메이커 페어 서울 (Maker Faire Seoul 2024),서울특별시 중구 마장로 22 (신당동),1,24,20241012,20241013,2034306,127.0121262683,37.5673186485,http://tong.visitkorea.or.kr/cms/resource/79/3375379_image2_1.jpg,0
67618715bf45e03b3f494490,허준축제,서울특별시 강서구 마곡동로 161 (마곡동),1,4,20241012,20241013,2028176,126.8360144928,37.5692236076,http://tong.visitkorea.or.kr/cms/resource/90/3370090_image2_1.jpg,0
67618715bf45e03b3f494493,정동야행,서울특별시 중구 세종대로 99 덕수궁,1,24,20240524,20240525,2005233,126.9765906796,37.5651071556,http://tong.visitkorea.or.kr/cms/resource/34/3114634_image2_1.jpg,0
67618715bf45e03b3f494496,성북세계음식축제 누리마실,서울특별시 성북구 성북로 37 (성북동1가),1,17,20240519,20240519,2001015,127.0032597348,37.5911073903,http://tong.visitkorea.or.kr/cms/resource/93/3112093_image2_1.jpg,0
67618715bf45e03b3f494499,궁중문화축전,서울특별시 종로구 사직로 161,1,23,20241009,20241013,1998564,126.9769930325,37.5788222356,http://tong.visitkorea.or.kr/cms/resource/90/3330190_image2_1.jpg,0
67618715bf45e03b3f49449c,창경궁 야간 상시관람,서울특별시 종로구 창경궁로 185,1,23,20210101,20241231,1957556,126.9945052690,37.5807973206,http://tong.visitkorea.or.kr/cms/resource/48/2597548_image2_1.jpg,0
67618715bf45e03b3f49449f,제15회 서울청소년연극축제,서울특별시 종로구 대학로 144 중원빌딩,1,23,20240722,20240728,1937544,127.0020739322,37.5840387460,http://tong.visitkorea.or.kr/cms/resource/74/3329374_image2_1.jpg,0
67618715bf45e03b3f4944a2,서대문독립축제,서울특별시 서대문구 통일로 251 (현저동),1,140,20240813,20240815,1847202,126.9573421635,37.5746723659,http://tong.visitkorea.or.kr/cms/resource/63/3334363_image2_1.JPG,0
67618715bf45e03b3f4944a5,아시아프(ASYAAF),서울특별시 용산구 청파로 373 (서계동),1,21,20240730,20240825,1829696,126.9688056211,37.5529917577,http://tong.visitkorea.or.kr/cms/resource/68/3305468_image2_1.jpg,0
67618715bf45e03b3f4944a8,아시테지 국제여름축제,서울특별시 종로구 동숭길 114,1,23,20240718,20240728,1828523,127.0038654579,37.5832416489,http://tong.visitkorea.or.kr/cms/resource/16/3304216_image2_1.jpg,0
67618715bf45e03b3f4944ab,강동북페스티벌,서울특별시 강동구 동남로 870 (상일동),1,233,20240928,20240928,1806376,127.1574079432,37.5511370351,http://tong.visitkorea.or.kr/cms/resource/00/3386100_image2_1.jpg,0
67618715bf45e03b3f4944ae,서울안전한마당,서울특별시 영등포구 여의공원로 68 여의도공원관리사무소,1,20,20240502,20240504,1805176,126.9222939310,37.5268578503,http://tong.visitkorea.or.kr/cms/resource/24/3113524_image2_1.jpg,0
67618715bf45e03b3f4944b1,4·19혁명국민문화제,서울특별시 강북구 도봉로89길 13 (수유동),1,10,20240412,20240419,1800991,127.0256702080,37.6393938461,http://tong.visitkorea.or.kr/cms/resource/34/3104334_image2_1.jpg,0
67618715bf45e03b3f4944b4,2024 서울국제주류&와인박람회,서울특별시 강남구 영동대로 513 코엑스,1,1000,20240704,20240706,1778398,127.0592179950,37.5119175967,http://tong.visitkorea.or.kr/cms/resource/03/3304903_image2_1.jpg,0
67618715bf45e03b3f4944b7,2023 코리아 프리미어 도그쇼,서울특별시 서초구 강남대로 27,1,15,20231201,20231203,1761903,127.0387433070,37.4685528184,http://tong.visitkorea.or.kr/cms/resource/26/3039226_image2_1.jpg,0
67618715bf45e03b3f4944ba,유러피언 크리스마스 마켓,서울특별시 성북구 삼선교로 지하1 (삼선동1가),1,17,20241207,20241208,1753233,127.0059567862,37.5884549695,http://tong.visitkorea.or.kr/cms/resource/65/3422665_image2_1.JPG,0
67618715bf45e03b3f4944bd,추석 농수특산물 서울장터,서울특별시 중구 을지로 12 시청광장지하쇼핑센터,1,24,20240902,20240904,1719499,126.9787960237,37.5655015943,http://tong.visitkorea.or.kr/cms/resource/26/3354126_image2_1.jpg,0
67618715bf45e03b3f4944c0,라틴아메리카 축제,서울특별시 성북구 삼선교로 지하1 (삼선동1가),1,17,20240907,20240907,1684988,127.0059567862,37.5884549695,http://tong.visitkorea.or.kr/cms/resource/62/3351862_image2_1.JPG,0
67618715bf45e03b3f4944c3,호수벚꽃축제,서울특별시 송파구 삼학사로 136 (잠실동),1,18,20240327,20240331,1592898,127.0978839997,37.5091158401,http://tong.visitkorea.or.kr/cms/resource/76/1607776_image2_1.jpg,0
67618715bf45e03b3f4944c6,동대문구 봄꽃축제,서울특별시 동대문구 장안동,1,141,20240330,20240331,1592837,127.0753566318,37.5668642825,http://tong.visitkorea.or.kr/cms/resource/34/2540734_image2_1.jpg,0
67618715bf45e03b3f4944c9,영등포 여의도봄꽃축제,서울특별시 영등포구 여의서로,1,20,20240329,20240402,525755,126.9141334174,37.5320321034,http://tong.visitkorea.or.kr/cms/resource/39/1607939_image2_1.jpg,0
67618715bf45e03b3f4944cc,2024 이럴때 이런음악 해설이 있는 청소년음악회,서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩,1,20,20240811,20240812,1539730,126.9249269552,37.5293048356,http://tong.visitkorea.or.kr/cms/resource/02/3333702_image2_1.jpg,0
67618715bf45e03b3f4944cf,2024 내나라 여행박람회,서울특별시 서초구 강남대로 27 (양재동),1,15,20240328,20240331,1427601,127.0407514903,37.4673918780,http://tong.visitkorea.or.kr/cms/resource/88/3109488_image2_1.jpg,0
67618715bf45e03b3f4944d2,강동선사문화축제,서울특별시 강동구 올림픽로 875 (암사동),1,233,20241011,20241013,1307813,127.1306157102,37.5591134023,http://tong.visitkorea.or.kr/cms/resource/68/3370168_image2_1.jpg,0
67618715bf45e03b3f4944d5,창덕궁 달빛기행,서울특별시 종로구 율곡로 99 (와룡동),1,23,20240912,20241110,1291408,126.9902446339,37.5777031595,http://tong.visitkorea.or.kr/cms/resource/50/3109550_image2_1.jpg,0
67618715bf45e03b3f4944d8,2024 서울국제음악제 ‘중부유럽여행’,서울특별시 서초구 남부순환로 2406 예술의전당,1,15,20241018,20241026,1245470,127.0134702692,37.4804843130,http://tong.visitkorea.or.kr/cms/resource/75/3378075_image2_1.jpg,0
67618715bf45e03b3f4944db,정월대보름 한마당,서울특별시 종로구 삼청로 37,1,23,20240224,20240224,1204941,126.9788594400,37.5819774581,http://tong.visitkorea.or.kr/cms/resource/67/3087467_image2_1.jpg,0
67618715bf45e03b3f4944de,종로구 인왕산 해맞이 축제,서울특별시 종로구 청운동,1,23,20240101,20240101,1159762,126.9663269914,37.5910678430,http://tong.visitkorea.or.kr/cms/resource/58/3072558_image2_1.JPG,0
67618715bf45e03b3f4944e1,서울 빛초롱 축제,서울특별시 종로구 서린동,1,23,20241213,20250112,1095732,126.9790653347,37.5693205997,http://tong.visitkorea.or.kr/cms/resource/85/3037185_image2_1.png,0
67618715bf45e03b3f4944e4,영양고추 H.O.T 페스티벌,서울특별시 중구 을지로 12 시청광장지하쇼핑센터,1,24,20240829,20240831,1073801,126.9787960237,37.5655015943,http://tong.visitkorea.or.kr/cms/resource/64/3007864_image2_1.jpg,0
67618715bf45e03b3f4944e7,서울국제작가축제,서울특별시 종로구 창경궁로35길 29 (혜화동),1,23,20240906,20240911,1018469,127.0019016348,37.5872355940,http://tong.visitkorea.or.kr/cms/resource/27/2992127_image2_1.png,0
67618715bf45e03b3f4944ea,서울드럼페스티벌,서울특별시 용산구 양녕로 445 (이촌동),1,21,20240525,20240526,1008843,126.9580520415,37.5177178854,http://tong.visitkorea.or.kr/cms/resource/12/2987512_image2_1.png,0
67618715bf45e03b3f4944ed,국회동심한마당,서울특별시 영등포구 의사당대로 1,1,20,20240525,20240525,985816,126.9141334174,37.5320321034,http://tong.visitkorea.or.kr/cms/resource/42/3115742_image2_1.jpg,0
67618715bf45e03b3f4944f0,장애인문화예술축제 A+ Festival,서울특별시 종로구 청와대로 1 청와대,1,23,20240927,20240929,790211,126.9746792089,37.5839799278,http://tong.visitkorea.or.kr/cms/resource/35/3345235_image2_1.jpg,0
67618715bf45e03b3f4944f3,강남페스티벌,서울특별시 강남구 영동대로 513 (삼성동),1,1000,20240926,20240929,737479,127.0592179950,37.5119175967,http://tong.visitkorea.or.kr/cms/resource/39/2998139_image2_1.JPG,0
67618715bf45e03b3f4944f6,서울재즈페스티벌,서울특별시 송파구 올림픽로 424,1,18,20240531,20240602,713654,127.1224425827,37.5194456386,http://tong.visitkorea.or.kr/cms/resource/83/3302383_image2_1.jpg,0
67618715bf45e03b3f4944f9,서울거리예술축제,서울특별시 중구 태평로1가,1,24,20240916,20240918,706180,126.9777044385,37.5661348341,http://tong.visitkorea.or.kr/cms/resource/24/3382124_image2_1.jpg,0
67618715bf45e03b3f4944fc,한화와 함께하는 서울세계불꽃축제,서울특별시 영등포구 여의동로 330 (여의도동),1,20,20241005,20241005,631268,126.9336095794,37.5263997727,http://tong.visitkorea.or.kr/cms/resource/77/3357677_image2_1.jpg,0
67618715bf45e03b3f4944ff,대한민국청소년미디어대전,서울특별시 중구 세종대로 110 서울특별시청,1,24,20241031,20241106,630793,126.9777210995,37.5662570431,http://tong.visitkorea.or.kr/cms/resource/78/3429878_image2_1.jpg,0
67618715bf45e03b3f494502,2024 아시아송 페스티벌 X 문화잇지오,서울특별시 영등포구 여의도동,1,20,20241026,20241027,630609,126.9280154821,37.5321517823,http://tong.visitkorea.or.kr/cms/resource/12/3378112_image2_1.jpg,0
67618715bf45e03b3f494505,제45회 서울무용제,서울특별시 종로구 대학로8길 7,1,23,20241101,20241117,629742,127.0029794866,37.5811724288,http://tong.visitkorea.or.kr/cms/resource/86/3403386_image2_1.jpg,0
67618715bf45e03b3f494508,제27회 서울세계무용축제,서울특별시 종로구 대학로10길 17 (동숭동),1,23,20240901,20240914,629023,127.0031961055,37.5821500970,http://tong.visitkorea.or.kr/cms/resource/24/3356724_image2_1.jpg,0
67618716bf45e03b3f49450b,서울억새축제,서울특별시 마포구 하늘공원로 95 (상암동),1,130,20241019,20241025,626944,126.8861432556,37.5691522880,http://tong.visitkorea.or.kr/cms/resource/30/3380230_image2_1.png,0
67618716bf45e03b3f49450e,남산골 한가위축제 삼삼오락,서울특별시 중구 퇴계로34길 28,1,24,20240915,20240918,615780,126.9940114847,37.5591026107,http://tong.visitkorea.or.kr/cms/resource/00/3363300_image2_1.jpg,0
67618716bf45e03b3f494511,대한민국 전통연희축제,서울특별시 종로구 청와대로 1 (세종로),1,23,20240518,20240519,607348,126.9746792089,37.5839799278,http://tong.visitkorea.or.kr/cms/resource/75/2989475_image2_1.jpg,0
67618716bf45e03b3f494514,연등회,서울특별시 종로구 우정국로 55 (견지동),1,23,20240510,20240512,531460,126.9827509785,37.5739784579,http://tong.visitkorea.or.kr/cms/resource/75/3115875_image2_1.jpg,0
67618716bf45e03b3f494517,한성백제문화제,서울특별시 송파구 올림픽로 424 올림픽공원,1,18,20240927,20240929,507531,127.1150682209,37.5206092598,http://tong.visitkorea.or.kr/cms/resource/32/3348232_image2_1.jpg,0
67618716bf45e03b3f49451a,서울와우북페스티벌,서울특별시 마포구 양화로 72 서교동 효성 해링턴 타워,1,130,20231005,20231008,229057,126.9167298722,37.5508549625,http://tong.visitkorea.or.kr/cms/resource/13/3010213_image2_1.jpg,0
67618716bf45e03b3f49451d,정동문화축제,서울특별시 중구 정동,1,24,20241024,20241026,142233,126.9753629579,37.5670957913,http://tong.visitkorea.or.kr/cms/resource/51/3380051_image2_1.jpg,0
67618716bf45e03b3f494520,서울프린지페스티벌,"서울특별시 마포구 성미산로13길 84-3 (성산동, 함께주택4호)",1,130,20240808,20240825,142193,126.9163739577,37.5647227888,http://tong.visitkorea.or.kr/cms/resource/23/3331223_image2_1.jpg,0
67618716bf45e03b3f494523,서울 아시테지 겨울축제,서울특별시 종로구 대학로12길 46 (동숭동),1,23,20241227,20250105,142033,127.0037293912,37.5821140004,http://tong.visitkorea.or.kr/cms/resource/38/3428338_image2_1.jpg,0
67618716bf45e03b3f494526,캐릭터 라이선싱 페어 2024,서울특별시 강남구 영동대로 513,1,1000,20240718,20240721,142001,127.0591874466,37.5117592813,http://tong.visitkorea.or.kr/cms/resource/46/3330246_image2_1.png,0
67618716bf45e03b3f494529,서울국제도서전,서울특별시 강남구 영동대로 513 (삼성동),1,1000,20240626,20240630,228985,127.0592179950,37.5119175967,http://tong.visitkorea.or.kr/cms/resource/23/3082223_image2_1.jpg,0
67618716bf45e03b3f49452c,수문장 교대의식,서울특별시 종로구 사직로 161,1,23,20240101,20241231,141661,126.9767235747,37.5801859611,http://tong.visitkorea.or.kr/cms/resource/87/3112987_image2_1.png,0
67618716bf45e03b3f49452f,제10회 대한민국국제포토페스티벌,서울특별시 서초구 남부순환로 2406 (서초동),1,15,20240410,20240416,141220,127.0134702692,37.4804843130,http://tong.visitkorea.or.kr/cms/resource/67/3113167_image2_1.jpg,0
67618716bf45e03b3f494532,2024 인사동 엔틱&아트페어,서울특별시 종로구 인사동길 49,1,23,20240926,20241020,293047,126.9835675554,37.5745200760,http://tong.visitkorea.or.kr/cms/resource/06/3344806_image2_1.jpg,0
67618716bf45e03b3f494535,서울 왕궁수문장 교대의식,서울특별시 중구 세종대로 99,1,24,20230101,20241231,292961,126.9761046145,37.5650460435,http://tong.visitkorea.or.kr/cms/resource/97/3108597_image2_1.jpg,0
67618716bf45e03b3f494538,서울청소년페스티벌,서울특별시 광진구 능동로 216 (능동),1,150,20241026,20241026,3393411,127.0762792676,37.5493552228,,0
67618716bf45e03b3f49453b,개발협력주간,서울특별시 종로구 세종대로 지하175 (세종로),1,23,20241103,20241106,3391612,126.9768376784,37.5722341099,,0
67618716bf45e03b3f49453e,포르테피아니시모,서울특별시 종로구 대학로12길 15 (동숭동),1,23,20241004,20241201,3351675,127.0028600073,37.5827833514,,0
67618716bf45e03b3f494541,제4회 성북청춘불패영화제 “Deep Focus”,서울특별시 성북구 아리랑로 82 (돈암동),1,17,20241107,20241113,3031265,127.0139418391,37.6001120917,,0
67618716bf45e03b3f494544,코리아비건페어 2025,서울특별시 강남구 영동대로 513,1,1000,20250718,20250720,2804204,127.0594429796,37.5117148467,,0
67618716bf45e03b3f494547,생생국가유산 중랑구 체험학습 (생생문화재),서울특별시 중랑구 망우로91길 2,1,25,20240103,20241207,2822295,127.1143993819,37.5990306940,,0
